candidate_id,control_candidate_id,pair_id,exact_identity,route_id,skeleton_id,policy_id,seed,source_family_signature,operator_path_hash,expression_depth,clock_namespace,signal_coverage_status,exact_behavior_identity,behavior_cluster_id,admission_rank,admission_policy,performance_accessed_for_admission
cn.comp.7bca1b85540bb2bb78bd,cn.comp.7bca1b85540bb2bb78bd.control,cn.pair.ec99875e045a278b44a99430075d4529,49744c9957de985153551dc6d6becb7756ed2dfefbbca8badc346180f15cd280,MARKET_REGIME_CONDITION,cn.comp.v2.market_regime_condition.regime_persistence_gate,diversity_preserving_cem,2718,lagged_daily_context|raw_1min,0ed617ddc893e323e82259e82d30c3c78e80f7ac0f08e459ff77f30c40d54bba,4,active_bar,qualified,2550fae26440151f11f0aa40,913,7490,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.3eb94cfa4fa4dad1c89c,cn.comp.3eb94cfa4fa4dad1c89c.control,cn.pair.e2525bdeeaccdbdd4f8a8261188a52ae,364d17ece38549bf73a1ddf79d250bd3ca8d14e104b4d41314b686469c069714,SLOW_TEMPORAL_CHANGE,cn.comp.v2.slow_temporal_change.cross_change_interaction,evolutionary_mutation,31415,canonical_fundamental_capital_investment|canonical_fundamental_profitability,8fb84fa0c1be99965db3ec4c4d0ed5f8ad3db8a262de1f81822ce4f327f64e10,4,stock_session,qualified,92d806bb55a8d9978ae77089,4992,7491,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.9224ceb67954b5c9c71e,cn.comp.9224ceb67954b5c9c71e.control,cn.pair.b27aa497b834b09cb36ff794a1d196a7,c9a013e2bf685f17f6bdbeb6652d5ed3c46a84c4d9e32b2a2549b01cec391237,SLOW_CROSS_SECTIONAL_LEVEL,cn.comp.v2.slow_cross_sectional_level.fundamental_ratio,diversity_preserving_cem,1729,canonical_fundamental_operating_efficiency|canonical_fundamental_shareholder_structure,83930ffef23352db664066fa06691faffa08f550e396d3235582e5a6e0850b44,3,stock_session,qualified,09330f784dfa5f8a9895d976,9142,7492,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.a6fcc1065793132712a9,cn.comp.a6fcc1065793132712a9.control,cn.pair.811e4ec18d9bec0780468ff8e6d028c2,67139eb321de74562ad7e2351eaa34630069b5ef98aa0f53a020782edb9cff90,FIRSTN_PATH,cn.comp.v2.firstn_path.relative_strength_reversal,diversity_preserving_cem,2718,firstN|raw_1min,9cc026326ade70944abce2d4ae414569acbd8f8230634e0fba6a2d2f084b597f,4,active_bar,qualified,d51b9b3e01d8ca2852fcd4de,3237,7493,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.1667ebf8f0aa54ae2684,cn.comp.1667ebf8f0aa54ae2684.control,cn.pair.cfa89d461a7581971b803ae6dc9dd48d,8eab3320baa50915f20047ab19d38e661b78fe7f45ed3a158db9a05320413b46,MARKET_REGIME_CONDITION,cn.comp.v2.market_regime_condition.regime_transition_response,uct_ucb_structural_search,1729,lagged_daily_context|raw_1min,8cf695d64a90fe843f3f01842932e2c6f55c56bb4f2de7564c177b5791da4560,4,active_bar,qualified,33c94e09521e5a98d26e049d,53,7494,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.e8f998bc3bde2583c3f6,cn.comp.e8f998bc3bde2583c3f6.control,cn.pair.a2e64c6f70c45ccfa783889f528be3dd,1ce960e4dcb435c63caf023da9f2f849116d6886244c4f59079440a603dabe78,SLOW_TEMPORAL_CHANGE,cn.comp.v2.slow_temporal_change.change_level_interaction,diversity_preserving_cem,31415,canonical_fundamental_growth|canonical_fundamental_profitability,378e12ce5680f174133cf570c22028a3dd0fd654734c39a86cc58c10a70ff9d6,3,stock_session,qualified,b00d9ab518d16aa631e4eb17,7804,7495,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.79831001955e20a68a61,cn.comp.79831001955e20a68a61.control,cn.pair.7d3185d08986721c6b29f7bb0d63cc10,8f05196a9637927c9ffe232bd442963fb70326267e7215e0688f4d90848bf4fa,SLOW_CROSS_SECTIONAL_LEVEL,cn.comp.v2.slow_cross_sectional_level.fundamental_ratio,diversity_preserving_cem,1729,canonical_fundamental_liquidity_solvency|canonical_fundamental_working_capital,83930ffef23352db664066fa06691faffa08f550e396d3235582e5a6e0850b44,3,stock_session,qualified,fe198bfc502b830809683224,8469,7496,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.47fdd9d662f73af555f9,cn.comp.47fdd9d662f73af555f9.control,cn.pair.3031dde7a28824880a6129941cfe8524,79e2575e01b60411f3f5f3fdd87e9aef909f0332a96259e6a9ce263d63208aea,FIRSTN_PATH,cn.comp.v2.firstn_path.opening_path_liquidity,uct_ucb_structural_search,1729,firstN|raw_1min,7eec5aae9e50ebaf57d963d93d9e8cad04132f7b9c57c83b8cde71c349ca3b07,4,active_bar,qualified,be8dc474dfd5b58b5e8c5ea7,1525,7497,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.55f4cf8898f77f792cd6,cn.comp.55f4cf8898f77f792cd6.control,cn.pair.48a0a8180387809729bcbab807b386f5,f33c68538cefd8d2c67354817de760239934375836fb4c47fbc5933ddad76ba5,MARKET_REGIME_CONDITION,cn.comp.v2.market_regime_condition.regime_maturity_payload,diversity_preserving_cem,2718,lagged_daily_context|raw_1min,671b16505a36a348a0c547cdd8e3e0cbbf8c2ca2b072ddfdf4f45e1531a2c02c,4,active_bar,qualified,9fba138894a8c3d9cce65179,94,7498,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.a2f539505db22a163910,cn.comp.a2f539505db22a163910.control,cn.pair.643a6633edea36cfc1735052a153022d,f495ae9ca0c556431118501b1e28e6864d5362a1861f4940b4fb1171de114f16,SLOW_TEMPORAL_CHANGE,cn.comp.v2.slow_temporal_change.change_level_interaction,evolutionary_mutation,65537,canonical_fundamental_growth|canonical_fundamental_profitability,378e12ce5680f174133cf570c22028a3dd0fd654734c39a86cc58c10a70ff9d6,3,stock_session,qualified,c93f559436ca19864a4ba5f3,9584,7499,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.99804c31f7d74ef881aa,cn.comp.99804c31f7d74ef881aa.control,cn.pair.6aa3b6d21f1d1593d7b7c33f815aef16,8ceb907478caa63ef6e94ad9f6a48a8944857881a781b2607b77b693419a8251,SLOW_CROSS_SECTIONAL_LEVEL,cn.comp.v2.slow_cross_sectional_level.fundamental_ratio,evolutionary_mutation,65537,canonical_fundamental_shareholder_structure|lagged_daily_context,83930ffef23352db664066fa06691faffa08f550e396d3235582e5a6e0850b44,3,stock_session,qualified,4671e502a347adc0b1fdd5cb,9331,7500,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.a9220015d07c22f4bb81,cn.comp.a9220015d07c22f4bb81.control,cn.pair.3540e2a091d9ff7bf0b8f1aaf7842eed,9e5c39efdfb9f7d5f2ece5304f744312033f7cb5fa934316077f4d932e724392,FIRSTN_PATH,cn.comp.v2.firstn_path.relative_strength_reversal,uct_ucb_structural_search,1729,firstN|raw_1min,9cc026326ade70944abce2d4ae414569acbd8f8230634e0fba6a2d2f084b597f,4,active_bar,qualified,7889e0f970535058d87ec924,3275,7501,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.a01f4a37ea3ae5bb1a17,cn.comp.a01f4a37ea3ae5bb1a17.control,cn.pair.8a5237dee151a5a4e26f3b64a20de62d,4523655275c36ba24bfd63ae93f4045131b712bba7aee0e0c2c5770921521ab6,MARKET_REGIME_CONDITION,cn.comp.v2.market_regime_condition.regime_maturity_payload,stratified_typed_random,31415,lagged_daily_context|raw_1min,671b16505a36a348a0c547cdd8e3e0cbbf8c2ca2b072ddfdf4f45e1531a2c02c,4,active_bar,qualified,4f3a4235dec43692545cbc5c,1688,7502,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.8c0f93c7f7272f432160,cn.comp.8c0f93c7f7272f432160.control,cn.pair.bf12448fdc5356dcddb032d5cb0f21a4,d38fa26388ad37219f89db2700d912026cc59a7ed8853da5c598c26d56768256,SLOW_TEMPORAL_CHANGE,cn.comp.v2.slow_temporal_change.cross_change_interaction,uct_ucb_structural_search,31415,canonical_fundamental_growth|canonical_fundamental_profitability,8fb84fa0c1be99965db3ec4c4d0ed5f8ad3db8a262de1f81822ce4f327f64e10,4,stock_session,qualified,cc3a3ea394aa94424645b9d2,8966,7503,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.4e1fe9e9f51ed5f7345f,cn.comp.4e1fe9e9f51ed5f7345f.control,cn.pair.7918a868b86093fbf4db227ee8c755dd,d358211e076384fbc86901c579e91fbd30a82cf2ad22ac3424fc91d2c3d10c89,SLOW_CROSS_SECTIONAL_LEVEL,cn.comp.v2.slow_cross_sectional_level.fundamental_ratio,stratified_typed_random,65537,canonical_fundamental_liquidity_solvency|canonical_fundamental_profitability,83930ffef23352db664066fa06691faffa08f550e396d3235582e5a6e0850b44,3,stock_session,qualified,adc097fffc784348f06748fe,7191,7504,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.cb63cdccb54449f79485,cn.comp.cb63cdccb54449f79485.control,cn.pair.a3be6e18a0e2ace42cf8c4778c81f80f,b4533908f7801335aae690dcbd4d3aa2b84daf928854c5d9ca904f2f5f92625f,FIRSTN_PATH,cn.comp.v2.firstn_path.relative_strength_reversal,uct_ucb_structural_search,31415,firstN|raw_1min,9cc026326ade70944abce2d4ae414569acbd8f8230634e0fba6a2d2f084b597f,4,active_bar,qualified,d27605716709b2efbfafa21e,3854,7505,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.0c16c8b79875c7b80d11,cn.comp.0c16c8b79875c7b80d11.control,cn.pair.8a1c689f4270193ad2d451be59740c4c,e5aedfd95ed5d78d1b82937f289bcb1f7531a9f455b5c1b41190813cc09805c2,MARKET_REGIME_CONDITION,cn.comp.v2.market_regime_condition.regime_conditioned_path,evolutionary_mutation,31415,lagged_daily_context|raw_1min,d321f3f8416b6f0480bf2c34f4f8b4f94923e4a38b0031a2ed31eb90675a74d4,3,active_bar,qualified,9168cc41a8a3a2696ebc0a83,207,7506,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.33a73d77224813402d1c,cn.comp.33a73d77224813402d1c.control,cn.pair.6cb7a94d443d77070d19955130e86b26,7fb0f8ca5fcc322a00e94100fca33bd0ecd6a28d86f447ecc86571564439f7fc,SLOW_TEMPORAL_CHANGE,cn.comp.v2.slow_temporal_change.acceleration,stratified_typed_random,1729,canonical_fundamental_growth,19e6d701a4a2a33f97cfe71721a51c545341d787993a5bf37aaa08c7e760788e,2,stock_session,qualified,50ce69a8e9d0fb7207324657,6357,7507,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.ed95a1aadd2076520f5c,cn.comp.ed95a1aadd2076520f5c.control,cn.pair.edd9ac614e7f89130542555fd4bf330c,3a8f0995a548fc9e310ee1bedd22198c192ee76ee16893a9d1b775ccbd5cf5ed,SLOW_CROSS_SECTIONAL_LEVEL,cn.comp.v2.slow_cross_sectional_level.cross_family_interaction,stratified_typed_random,31415,canonical_fundamental_working_capital|lagged_daily_context,378e12ce5680f174133cf570c22028a3dd0fd654734c39a86cc58c10a70ff9d6,3,stock_session,qualified,ca949ad89f70e3cc6bd14472,9077,7508,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.93806277046d61e767d4,cn.comp.93806277046d61e767d4.control,cn.pair.991c789507fcaf37ddc05111ee929396,d8fccd029f63ce7aadcd88c16ac904eb692470aeec24dc175c3f78b729f4fea9,FIRSTN_PATH,cn.comp.v2.firstn_path.opening_state_residual,stratified_typed_random,1729,firstN|raw_1min,321e7b8f7977129ed792aa70496701e0717111f5ce11de3232c17c24a14d50c6,3,active_bar,qualified,ea486300af12862bf13554b9,2900,7509,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.2a377433f8796a5bed53,cn.comp.2a377433f8796a5bed53.control,cn.pair.b1b6375d26c2cc7cb67823c06c057769,8095491d7c8e2c54cb614d56a3748b2de55a01c28f38def20914df770cd539a6,MARKET_REGIME_CONDITION,cn.comp.v2.market_regime_condition.payload_regime_interaction,evolutionary_mutation,31415,lagged_daily_context|raw_1min,4a07945ddb844c85264d14d7dedbe87cc830e84d342f40279ac786a08ba7820e,3,active_bar,qualified,1024abd1fdc7d02b8562cf49,21,7510,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.df9b5253e0e948139b2a,cn.comp.df9b5253e0e948139b2a.control,cn.pair.65a9ed12aef42fe3a9502f3d040776ff,df0f3069e50afea27747d74a6c627cf8defeb3bcab25482dab3adf04d79cd11d,SLOW_TEMPORAL_CHANGE,cn.comp.v2.slow_temporal_change.change_level_interaction,uct_ucb_structural_search,2718,canonical_fundamental_profitability|canonical_fundamental_working_capital,378e12ce5680f174133cf570c22028a3dd0fd654734c39a86cc58c10a70ff9d6,3,stock_session,qualified,cad6a981b880fa0f94998307,5808,7511,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.ac8df329fc3f85c5d859,cn.comp.ac8df329fc3f85c5d859.control,cn.pair.2998eb3b91ed7ab5fd741e752138134f,62d93f80f9d1dc0de283982ab8ee95492633824cebdce4e8bf0eeeec454ad777,SLOW_CROSS_SECTIONAL_LEVEL,cn.comp.v2.slow_cross_sectional_level.fundamental_residual,diversity_preserving_cem,1729,canonical_fundamental_operating_efficiency|canonical_fundamental_profitability,45beb533ffafd7df32f8c36a25b70f4f1004631b5c249f90d1263a62a8ae3a6e,2,stock_session,qualified,313345fedc87f56c4fbb73e3,9843,7512,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.8729010ae30e5edc957b,cn.comp.8729010ae30e5edc957b.control,cn.pair.a344345ba523591681c4201b5e1fd734,9a49cd451825abceedf25acf0afc9def5426a4870e54c6d9daf4839bc1289895,FIRSTN_PATH,cn.comp.v2.firstn_path.opening_imbalance_persistence,uct_ucb_structural_search,31415,firstN|raw_1min,13d8b7e2ded2006a54a88b43a8841e2caef489b8347f6c33b00333f32dcc44cc,3,active_bar,qualified,cede50efdc8e1a2b1c96501c,2682,7513,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.7de44478aad7c32946b5,cn.comp.7de44478aad7c32946b5.control,cn.pair.8246d8fd34781a8c94ab2b176c190c8e,82c39d01c34a9a476312702ed23bd1505189af2655682ca44904d9615c2d5440,MARKET_REGIME_CONDITION,cn.comp.v2.market_regime_condition.regime_maturity_payload,diversity_preserving_cem,31415,lagged_daily_context|raw_1min,671b16505a36a348a0c547cdd8e3e0cbbf8c2ca2b072ddfdf4f45e1531a2c02c,4,active_bar,qualified,907bcbae4418c741ec86ed57,2408,7514,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.468884adfe5e209def6f,cn.comp.468884adfe5e209def6f.control,cn.pair.828589aa3ecb9194ea0e5ed63b2e1092,b07572ed0d82d72f2131f52ffc490be39d45d387c6a39ac55be163f505d36220,SLOW_TEMPORAL_CHANGE,cn.comp.v2.slow_temporal_change.change_level_interaction,uct_ucb_structural_search,65537,canonical_fundamental_leverage|canonical_fundamental_working_capital,378e12ce5680f174133cf570c22028a3dd0fd654734c39a86cc58c10a70ff9d6,3,stock_session,qualified,81e015be48f8b1360a97c005,6960,7515,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.4ac611d6fcb1310dd18a,cn.comp.4ac611d6fcb1310dd18a.control,cn.pair.1cf88fce35eda0b37e8ea3775d1a0ef9,684c11cf019d1e420a9cce7dd27cdc83f68d6cc80ac7fa028168097b8febe79a,SLOW_CROSS_SECTIONAL_LEVEL,cn.comp.v2.slow_cross_sectional_level.fundamental_residual,uct_ucb_structural_search,31415,canonical_fundamental_operating_efficiency|lagged_daily_context,45beb533ffafd7df32f8c36a25b70f4f1004631b5c249f90d1263a62a8ae3a6e,2,stock_session,qualified,575cc6a6e2e7051a09133797,7096,7516,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.d6f13abbbfa0fec12a37,cn.comp.d6f13abbbfa0fec12a37.control,cn.pair.bb0c660c1f37f047bbd3856ec59d8c2c,2c0758a2af24e830ee70429b5adb5de4b1fcca27473f26192fcecf72ba7455ad,FIRSTN_PATH,cn.comp.v2.firstn_path.opening_imbalance_persistence,uct_ucb_structural_search,1729,firstN|raw_1min,13d8b7e2ded2006a54a88b43a8841e2caef489b8347f6c33b00333f32dcc44cc,3,active_bar,qualified,b99c9795de2b86f748ac4bc7,4015,7517,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.65f246211e082cbed455,cn.comp.65f246211e082cbed455.control,cn.pair.e6f2dec553cf9163a778c05e80abee54,641549628f088f0f03cf217e6c23169561a2ea0ff1170fd8661f2dda21646c16,MARKET_REGIME_CONDITION,cn.comp.v2.market_regime_condition.regime_maturity_payload,evolutionary_mutation,65537,lagged_daily_context|raw_1min,671b16505a36a348a0c547cdd8e3e0cbbf8c2ca2b072ddfdf4f45e1531a2c02c,4,active_bar,qualified,373766066b91766867049214,818,7518,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.4663255ce070a2dcb344,cn.comp.4663255ce070a2dcb344.control,cn.pair.eb6352c50ed4e998105bbbcee227adc3,8f95a554694f30ac178c52d320efb3fa0bc02675de5f9b7481076175b41dc572,SLOW_TEMPORAL_CHANGE,cn.comp.v2.slow_temporal_change.change_level_interaction,diversity_preserving_cem,2718,lagged_daily_context,378e12ce5680f174133cf570c22028a3dd0fd654734c39a86cc58c10a70ff9d6,3,stock_session,qualified,b1783f2648974d983c14e0d6,6955,7519,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.24cfdd44202c5afedfc6,cn.comp.24cfdd44202c5afedfc6.control,cn.pair.b2f2a2de135be3eedf21de4a32aa6efa,fd2765e2041bca46a404dbd060a59fb9db4ce85335150a96152a37e9f9599557,SLOW_CROSS_SECTIONAL_LEVEL,cn.comp.v2.slow_cross_sectional_level.fundamental_ratio,uct_ucb_structural_search,1729,canonical_fundamental_shareholder_structure|canonical_fundamental_working_capital,83930ffef23352db664066fa06691faffa08f550e396d3235582e5a6e0850b44,3,stock_session,qualified,66734356b93040a4818db36c,5873,7520,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.c5a4201a4add1096c385,cn.comp.c5a4201a4add1096c385.control,cn.pair.5ffccf53f2f7dfaa71c44b3098becc5f,c17b3d0df3cd44900e2a55aa61a51ac95f80fe1ca7c1e729461a9bc16d5bbca3,FIRSTN_PATH,cn.comp.v2.firstn_path.opening_imbalance_persistence,diversity_preserving_cem,2718,firstN|raw_1min,13d8b7e2ded2006a54a88b43a8841e2caef489b8347f6c33b00333f32dcc44cc,3,active_bar,qualified,0bd66326b5cc4f527b01db6a,1788,7521,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.316345e241011ec27a01,cn.comp.316345e241011ec27a01.control,cn.pair.1a468769ba2dc56d75cecb98adb12e29,2fd3ef03c95d21056e34305f6da4ea0b3a15b6bcf1c038b1c1a2daf8ff417110,MARKET_REGIME_CONDITION,cn.comp.v2.market_regime_condition.regime_conditioned_path,stratified_typed_random,31415,lagged_daily_context|raw_1min,d321f3f8416b6f0480bf2c34f4f8b4f94923e4a38b0031a2ed31eb90675a74d4,3,active_bar,qualified,d75eec8641606fc5b67fb66a,1059,7522,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.b117edd9d65799f07868,cn.comp.b117edd9d65799f07868.control,cn.pair.54cb118f31830f1ffcec192f29fda254,57074f80ce44b46a28ef59f56521eaa45ec0316941c39b30b168056ded6a6d67,SLOW_TEMPORAL_CHANGE,cn.comp.v2.slow_temporal_change.cross_change_interaction,stratified_typed_random,31415,canonical_fundamental_profitability|lagged_daily_context,8fb84fa0c1be99965db3ec4c4d0ed5f8ad3db8a262de1f81822ce4f327f64e10,4,stock_session,qualified,5d35096e4fe89b826e4c90a2,9963,7523,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.45dcb1d34720a2c2415b,cn.comp.45dcb1d34720a2c2415b.control,cn.pair.93a3c13ae489519abcffb8e19f9d6b7f,90a270366fb97dd0e801e64275310112db2320f0a6a48ba32f9c081f8eef6496,SLOW_CROSS_SECTIONAL_LEVEL,cn.comp.v2.slow_cross_sectional_level.cross_family_interaction,diversity_preserving_cem,1729,canonical_fundamental_shareholder_structure|lagged_daily_context,378e12ce5680f174133cf570c22028a3dd0fd654734c39a86cc58c10a70ff9d6,3,stock_session,qualified,653df5cddbc4bca73e174d29,6944,7524,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.2f57ef48a7f456963623,cn.comp.2f57ef48a7f456963623.control,cn.pair.4bd720b2c65bc31d17748ed76faa3173,9ccdec5c3e4053132a56e2d7d8f2e976a91e773c737884cb2ed322cccc8155de,FIRSTN_PATH,cn.comp.v2.firstn_path.relative_strength_reversal,evolutionary_mutation,31415,firstN|raw_1min,9cc026326ade70944abce2d4ae414569acbd8f8230634e0fba6a2d2f084b597f,4,active_bar,qualified,b8211d08ea1e06c6ef61417d,1024,7525,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.9e7b8f39ed80bfdfdef9,cn.comp.9e7b8f39ed80bfdfdef9.control,cn.pair.ab1f0cbd2a5225f76319ba92348c3f67,d53bbc2c53ba0e6940ae48d2528a31492d242ecb15947f5d8ad15e044739846b,MARKET_REGIME_CONDITION,cn.comp.v2.market_regime_condition.payload_regime_residual,diversity_preserving_cem,1729,lagged_daily_context|raw_1min,009277cab5fa43bb30ea96574bd956d3217ad959890684f24289b0316bec9aa4,4,active_bar,qualified,2336f4337084878982fe6751,21,7526,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.741fa8b4b9836cb08203,cn.comp.741fa8b4b9836cb08203.control,cn.pair.291b51d11af15ac263bcf1b46b579c9b,501765fd4d942e3c5febd17d9b2cde64e70cdf3c26fbc4fb931c5e5c0ea138e7,SLOW_TEMPORAL_CHANGE,cn.comp.v2.slow_temporal_change.cross_change_interaction,stratified_typed_random,65537,canonical_fundamental_capital_investment|canonical_fundamental_profitability,8fb84fa0c1be99965db3ec4c4d0ed5f8ad3db8a262de1f81822ce4f327f64e10,4,stock_session,qualified,9646e3da12d11a22af828129,8336,7527,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.4235b8a52ed99dd879d0,cn.comp.4235b8a52ed99dd879d0.control,cn.pair.e3c4085013f976058f56c3e00fe739ab,21c74dbfdf68f3d4285d90ed7f2e6985b76abc1e45f1d7568f0167c182acc119,SLOW_CROSS_SECTIONAL_LEVEL,cn.comp.v2.slow_cross_sectional_level.cross_family_interaction,evolutionary_mutation,2718,canonical_fundamental_working_capital|lagged_daily_context,378e12ce5680f174133cf570c22028a3dd0fd654734c39a86cc58c10a70ff9d6,3,stock_session,qualified,1003e95365f4559f139e5682,5635,7528,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.8c2ef04163380876d352,cn.comp.8c2ef04163380876d352.control,cn.pair.0e08ad7a31837017e75d962c56581af1,64a2269431039cbb721a7519739b2eb70702eda9cde8362753112e0d7c0cf042,FIRSTN_PATH,cn.comp.v2.firstn_path.opening_state_residual,uct_ucb_structural_search,1729,firstN|raw_1min,321e7b8f7977129ed792aa70496701e0717111f5ce11de3232c17c24a14d50c6,3,active_bar,qualified,43f63d5f200fe059d1a8d433,2763,7529,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.32ef3552a208923584fb,cn.comp.32ef3552a208923584fb.control,cn.pair.7397f4bd62c1bcbd55ed5b6a1112b6c2,6d60916c56654ef09fdd39e3dbcb8a296a17ad9d3b9625fabb2b42f5b77b84a5,MARKET_REGIME_CONDITION,cn.comp.v2.market_regime_condition.regime_transition_response,evolutionary_mutation,2718,lagged_daily_context|raw_1min,8cf695d64a90fe843f3f01842932e2c6f55c56bb4f2de7564c177b5791da4560,4,active_bar,qualified,4e449ba62937d4cb39c3a3fd,71,7530,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.dd4013d4f76d8759ade0,cn.comp.dd4013d4f76d8759ade0.control,cn.pair.dd626fc50c58d99880d9dab4022c805c,c22c7566767cd20d144bc3350afa9480d513b3d0de54d4ffdcabb5dd08c4d50c,SLOW_TEMPORAL_CHANGE,cn.comp.v2.slow_temporal_change.change_persistence,diversity_preserving_cem,1729,canonical_fundamental_growth,d2c5e111398d452ac02b9d8a047919f7155d92593cc27d2eaa8176e7588abd90,3,stock_session,qualified,3b21a62201e16a6e536de141,5219,7531,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.1b1e84b2907e5e2f3920,cn.comp.1b1e84b2907e5e2f3920.control,cn.pair.a57f148d22bb0b23e72949f240f720c8,f593e347d6022de2e1ebe97de0a163cd06bfac25910ad6f79bd653b05c3b8b50,SLOW_CROSS_SECTIONAL_LEVEL,cn.comp.v2.slow_cross_sectional_level.fundamental_ratio,evolutionary_mutation,31415,canonical_fundamental_leverage|lagged_daily_context,83930ffef23352db664066fa06691faffa08f550e396d3235582e5a6e0850b44,3,stock_session,qualified,6d7f7e9e88276efcc3756383,5558,7532,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.347a53b8e19b5aed7233,cn.comp.347a53b8e19b5aed7233.control,cn.pair.8e8c00e7336bc45f2f44a6b3c19a8b5c,4a7b2f8194d7eda7423aff321cc33481b8cb1a556716d14d6f80a5efe9a4330f,FIRSTN_PATH,cn.comp.v2.firstn_path.opening_state_residual,stratified_typed_random,31415,firstN|raw_1min,321e7b8f7977129ed792aa70496701e0717111f5ce11de3232c17c24a14d50c6,3,active_bar,qualified,4628bf441ea88eb9fa9da4d2,1138,7533,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.d01ed301199742221211,cn.comp.d01ed301199742221211.control,cn.pair.b28e72c3495877468a4263e34c6dabaa,47ff399ec3af2729de4ce8546659adc22e80f6bbf68fa87b703fab4b58f1e2da,MARKET_REGIME_CONDITION,cn.comp.v2.market_regime_condition.regime_persistence_gate,diversity_preserving_cem,31415,lagged_daily_context|raw_1min,0ed617ddc893e323e82259e82d30c3c78e80f7ac0f08e459ff77f30c40d54bba,4,active_bar,qualified,2ce27c07cce2865838267b04,1046,7534,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
