candidate_id,clock_namespace,signal_coverage_status,finite_count_a,finite_count_b,exact_behavior_identity,cluster_a,cluster_b,clock_cluster_id,behavior_cluster_id
cn.comp.eb5d6dd027a4b19f68e6,active_bar,qualified,1744,1742,72a2f1ff5073ce45ad193126,3179,3450,3676,3676
cn.comp.eb617aa8e16bd4aafd44,active_bar,qualified,1744,1742,85ba19867062b8f7b05e0d65,3721,4038,4321,4321
cn.comp.eb64a6c98c8b4baa1c8a,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.eb65f7e55acd9f33f7b5,active_bar,qualified,1672,1671,ea6b84ca1917de97d43131c4,21,21,21,21
cn.comp.eb6734d4da70aedb3b3d,active_bar,qualified,1712,1742,a9bf63a1de33bb41899f0cb0,844,4039,4322,4322
cn.comp.eb698f613b5c91d85e5a,active_bar,qualified,796,810,d03de065a9054cdd41566795,3168,2926,4323,4323
cn.comp.eb8243902927dc0e052b,active_bar,qualified,1178,1298,24863de49895f312b8b6fbb4,1193,4040,4324,4324
cn.comp.eb8643bfc8670108849b,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.eb88e8d14590925b3a6b,active_bar,qualified,1308,1306,7ad2a031156d9c7c802481a2,477,485,501,501
cn.comp.eb89dc0f9192ab2dc01e,active_bar,qualified,1308,1742,e845a8211a22e90818a06f06,3722,4041,4325,4325
cn.comp.eb8a33185081ecd3d27a,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.eb8b4cb5839dc1cbeb34,active_bar,coverage_limited,0,646,,0,0,0,0
cn.comp.eb8d6d7c2e3fc5ae6f5c,active_bar,qualified,1244,1678,ba791f80c345ba24ad461d34,3723,28,4326,4326
cn.comp.eb91dbcf3335b54d5707,active_bar,qualified,1680,1742,f363a433d62767f932878b28,1566,1684,1752,1752
cn.comp.eb95fab53439fb6f0f50,active_bar,qualified,1736,1735,09b6193401463be5c15fd65d,2215,2398,2523,2523
cn.comp.eb9cdca0e112e911f027,active_bar,qualified,1744,1742,7e63b49759095471744aa815,3724,2418,4327,4327
cn.comp.eba062b7c8ae69886a77,active_bar,qualified,1744,1742,1f456e247b2428ee57d15071,232,234,238,238
cn.comp.eba3a278225d8d305d3f,active_bar,qualified,1744,1742,1a50a7f0239600c8655456a2,3725,3154,4328,4328
cn.comp.ebb20a6ce9b66a6bed68,active_bar,qualified,760,834,51253b509b2a9ae905007b98,1738,1875,1959,1959
cn.comp.ebbd609cfe08ad63be34,active_bar,qualified,1476,1536,a39a66b6a61d7589e52cbe33,3726,4042,4329,4329
cn.comp.ebbdff76736300ae5fa9,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.ebcd7b747ef8526d56ce,active_bar,qualified,272,309,719c2a031dc92c09d77e5b82,1633,1759,1835,1835
cn.comp.ebd53bd555bdb04d2c60,active_bar,qualified,1664,1678,6bcb9a6c784c55baf2268025,247,250,254,254
cn.comp.ebe0b4149db7a48d4746,active_bar,qualified,1672,1671,ea6b84ca1917de97d43131c4,21,21,21,21
cn.comp.ebe589b79ea11fdd691e,active_bar,qualified,1292,1742,a795fb3126ce921933fb4aed,395,530,548,548
cn.comp.ebea670795532ac901fa,active_bar,qualified,1744,1742,c82a385f671b05764d816282,15,15,15,15
cn.comp.ebeb09140c0bc92a4925,active_bar,qualified,1568,1614,83fa81dce154df64a8f85b9a,72,72,73,73
cn.comp.ebed782e589749399b85,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.ebf0f1d1b69b703cd639,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.ebf1e4a87ae1581763cd,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.ec03f539baaa97793e07,active_bar,qualified,735,731,854fddc1ad31237e7bdc94d6,729,4043,4330,4330
cn.comp.ec083b0dff66b9f55a41,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.ec0cf496ceeca527e334,active_bar,qualified,1356,1278,5c18b399b78b3a54991dcfda,1496,1602,1669,1669
cn.comp.ec122f3f66e6322ac7cf,active_bar,qualified,1744,1742,4c7d097da7ff015aa92c5fa7,3727,4044,4331,4331
cn.comp.ec1ba5b34997c8a8d975,active_bar,qualified,1744,1742,04ce1acfb0f68d36bcc0441c,3728,4045,4332,4332
cn.comp.ec2408937119ad18323f,active_bar,qualified,1568,1614,d8dfdf0dc081f12de812072f,518,531,549,549
cn.comp.ec393870c9ab67127344,active_bar,qualified,1308,1306,5ec40d392c69a85ab971426e,3729,4046,4333,4333
cn.comp.ec3c74873aac70778d1b,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.ec440a9087d86d949b82,active_bar,qualified,1744,1742,19eb6f2155497f07857f0f24,3730,463,4334,4334
cn.comp.ec48880c9cc436cf9d98,active_bar,qualified,1744,1742,19eb6f2155497f07857f0f24,3730,463,4334,4334
cn.comp.ec529fe5332bd104e0f2,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.ec58dff559e9da54b761,active_bar,qualified,1744,1742,c6acd0f80aea014b87e0f5af,3636,3942,4219,4219
cn.comp.ec5b8fb97259f9217f8d,active_bar,qualified,1260,1306,a0af8dc42717cbe719f249c3,3731,4047,4335,4335
cn.comp.ec5da7776cfd76ae4bf6,active_bar,qualified,1712,1742,d8c85397c67aee4a6ad549e9,367,371,381,381
cn.comp.ec5e97b2a680d344ceaf,active_bar,qualified,1308,1742,260d3d138bb8987f2eecd9a1,3732,4048,4336,4336
cn.comp.ec6bdfd99c9397409ace,active_bar,qualified,1744,1742,aacab3d7fc34cd3dff6f25dc,3733,4049,4337,4337
cn.comp.ec6f96643625f14f0e48,active_bar,qualified,1712,1742,4b90de5eb95e9db3cb232a14,2995,3237,3444,3444
cn.comp.ec7502b3138c46ae9ac3,active_bar,qualified,1680,1742,e68f0fd9af0cf8994d4eef47,207,2803,2966,2966
cn.comp.ec7bd006144ace66525c,active_bar,qualified,1744,1742,415e0be55912c9bac53b4929,9,9,9,9
cn.comp.ec7df3105a8bd8f42a13,active_bar,qualified,1744,1742,6c36848fc1f068419a879ead,3734,4050,4338,4338
cn.comp.ec890f119d3a452aacef,active_bar,qualified,1568,1614,824319cb985dfaf38bd9d5e3,933,4051,4339,4339
cn.comp.ec90056c69523013190f,active_bar,qualified,1744,1742,9e38500a502234a424a71872,3735,4052,4340,4340
cn.comp.ec9074383150a00734fe,active_bar,qualified,1712,1742,0f667f4866fd9231d4413f17,844,1942,2035,2035
cn.comp.ec99a7cfdb9199897657,active_bar,qualified,1680,1742,701ab42652e35caefba919cc,38,3559,3794,3794
cn.comp.ec9cdc7b242bb90a1e7a,active_bar,qualified,1485,1480,9b5fef2381ac78366f4af734,3736,4053,4341,4341
cn.comp.ec9d21fa68d7d39e0a25,active_bar,qualified,1260,1306,cd3369f0057cc598e1693d9e,3737,4054,4342,4342
cn.comp.ec9ff478319a7170fb90,active_bar,qualified,1308,1306,d16204061f96929dc51d990c,65,4055,4343,4343
cn.comp.eca06736148891300d33,active_bar,qualified,1406,1496,4758f574a9476d9ba53e3607,3738,4056,4344,4344
cn.comp.eca55d9310fb5914ac60,active_bar,qualified,1102,1134,80dd977685922f258bfa5a56,3739,4057,4345,4345
cn.comp.eca89e1bfcdda167c506,active_bar,qualified,1712,1742,098ac938a723b304d2a9918e,15,15,15,15
cn.comp.ecb70d38aeab2c7ef582,active_bar,qualified,1744,1742,edf6628d0bdf7e18ebd23c58,13,13,13,13
cn.comp.ecb95af0c21954acde8d,active_bar,qualified,1712,1742,5635181c5d25612c1dfd367e,38,1495,1551,1551
cn.comp.ecba05b86ad108b03874,active_bar,qualified,666,711,cf00e94d6cd3835782fa5563,1355,1451,1506,1506
cn.comp.ecc261026dcf6ff15c30,active_bar,qualified,1308,1742,48d95840ae401b12c83d9e62,3740,4058,4346,4346
cn.comp.ecdbd1fbca0eeb3d6efb,active_bar,qualified,1744,1742,da3108a2e80022952d8deb3c,1836,1978,2076,2076
cn.comp.ece1a5dc1938195d3197,active_bar,qualified,966,957,82a2d7bae5643fbbad1088e3,3741,4059,4347,4347
cn.comp.ece6ecaa1719e258b550,active_bar,qualified,1712,1742,374fa29df511c76866ce9c5c,330,519,537,537
cn.comp.ecf8d2e87a8325f130bf,active_bar,qualified,1744,1742,c82a385f671b05764d816282,15,15,15,15
cn.comp.ecfe0501a5c08df6708b,active_bar,qualified,1744,1742,086964b9cae78c245b61b2a3,3249,3529,3760,3760
cn.comp.ed05a5527d2a10984281,active_bar,qualified,1308,1306,d2a52707d806dd7ec106e483,3742,4060,4348,4348
cn.comp.ed07dd7055c0df76574d,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.ed17209ae091ac5feb7b,active_bar,qualified,811,1127,e32a7899fa1099886efdab2d,3743,4061,4349,4349
cn.comp.ed1dd51a7c64d9a9208e,active_bar,qualified,1668,1671,94defe111148bdcfe4d815ef,34,3019,3201,3201
cn.comp.ed2f0000b4107a675db8,active_bar,qualified,1308,1306,50e66e5e7fcfd05f74575938,3744,4062,4350,4350
cn.comp.ed33c86036e130dfd14b,active_bar,qualified,1308,1742,d23062f2769eabe17c8ee092,624,4063,4351,4351
cn.comp.ed3a73b762f72cb20705,active_bar,qualified,1744,1742,e59c4dfece89b226b0b7cf47,3745,4064,4352,4352
cn.comp.ed3df18158ebee540300,active_bar,qualified,1310,1298,3041f86b0555a139abee2482,3746,4065,4353,4353
cn.comp.ed4e262b3648925db300,active_bar,qualified,1744,1742,c82a385f671b05764d816282,15,15,15,15
cn.comp.ed4e4d022689adadd7cc,active_bar,qualified,1744,1742,4e061524a05c9958e32e000b,3747,4066,4354,4354
cn.comp.ed5c804588dac3d099b6,active_bar,coverage_limited,0,1213,,0,0,0,0
cn.comp.ed65b9b94564b4208dde,active_bar,qualified,1664,1678,f8a65548ed1c774df88d759d,219,221,225,225
cn.comp.ed66c9e764dc7320670e,active_bar,qualified,1476,1536,ca2780911740780e9697d0ac,3748,4067,4355,4355
cn.comp.ed70934906e4c2085a98,active_bar,qualified,1744,1742,c82a385f671b05764d816282,15,15,15,15
cn.comp.ed739a5e17ce8d0d6749,active_bar,qualified,492,608,f280de7350b100d29f3d63c8,240,243,247,247
cn.comp.ed786cfe8b020cce5fbf,active_bar,qualified,1744,1742,727e4f70eb16ad303c59e3b6,25,25,25,25
cn.comp.ed7dbf7797f3ee542687,active_bar,qualified,1308,1742,ab5ba0c1d0cfed78ad93560f,3749,4068,4356,4356
cn.comp.ed7df922235f27970cd0,active_bar,qualified,1568,1614,72bdb8f16bd29132e7ad2af6,121,15,123,123
cn.comp.ed7ecb48d16ecf421354,active_bar,qualified,1744,1742,81c89496ac84a4a3956da40f,3750,4069,4357,4357
cn.comp.ed8d2d89c22bd08fe650,active_bar,qualified,1680,1742,3feaac0947ba733c9ea0f34f,381,502,519,519
cn.comp.ed9a8985f020d5c48391,active_bar,qualified,1276,1306,5e4c78d0d497402ca671dc2b,3751,4070,4358,4358
cn.comp.ed9ba7d833b17f0a1a32,active_bar,qualified,1308,1306,c988ec2cecd5d8a47e1c1eec,944,994,1027,1027
cn.comp.edad6c71857dbb9c3efc,active_bar,qualified,1744,1742,99738bbf6873dae9ed8c0320,3752,4071,4359,4359
cn.comp.edb7defe5b34e15c9944,active_bar,qualified,1712,1742,9b277eec0dcd0c4ec74eeb4b,2915,3151,3345,3345
cn.comp.edcbf521bbbebc24c9c3,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.edd0cdbe9da7b1329dee,active_bar,coverage_limited,0,1147,,0,0,0,0
cn.comp.edd8cb5822950c02c339,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.eddb30385bd72ffa6390,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.ede75a08a4c9e15dc840,active_bar,qualified,1480,1606,29072282c9a5f8198134e1be,3753,4072,4360,4360
cn.comp.edf7e3570e346afc8f23,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.ee13eb517433e26911d4,active_bar,qualified,1664,1678,85be3aedd234caa2f2f48722,1495,4,1668,1668
cn.comp.ee171cf3ae4fa9dec969,active_bar,qualified,1102,1134,3ed6a0b445c570a7598769ba,305,307,313,313
cn.comp.ee1a996238f8cfa0ae9e,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.ee1d017016850ecb7e13,active_bar,qualified,1012,972,09822f0bb6a24c59a3f41afd,3754,4073,4361,4361
cn.comp.ee1f70298d992bb02158,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.ee233d163d05c365c7bd,active_bar,qualified,1260,1258,9a7c437232ae1a5dc08a3759,157,3014,3196,3196
cn.comp.ee27d9b175c666cef14e,active_bar,qualified,1568,1614,ecfa5a116b913c72eb31f3d2,3755,4074,4362,4362
cn.comp.ee2d37b2d69ea4d63d6c,active_bar,qualified,1712,1742,098ac938a723b304d2a9918e,15,15,15,15
cn.comp.ee2e84522b5c7f4fd788,active_bar,qualified,1712,1742,8f74c2cc22cf394385152d02,20,4075,4363,4363
cn.comp.ee35968151ad00b5148f,active_bar,coverage_limited,0,810,,0,0,0,0
cn.comp.ee36a67b475c2878baf8,active_bar,qualified,1744,1742,5520dfb9686e004f9750c456,2668,4076,4364,4364
cn.comp.ee38216b73f7d5d8aeb9,active_bar,qualified,1744,1742,46432f4f01c3b64f8a2511b5,103,2950,3127,3127
cn.comp.ee3920349e5370472113,active_bar,qualified,1568,1614,6d6b3c7fd3529b789300ab09,3756,4077,4365,4365
cn.comp.ee3969f0a381b6d879f1,active_bar,qualified,1712,1742,374fa29df511c76866ce9c5c,330,519,537,537
cn.comp.ee44a876c7ee9a1737ca,active_bar,qualified,1712,1742,374fa29df511c76866ce9c5c,330,519,537,537
cn.comp.ee53afe7725e1397f321,active_bar,qualified,1744,1742,27a847c5b7aa8fe7d1c8a076,1444,1546,1607,1607
cn.comp.ee54c4e4123e96511628,active_bar,qualified,1568,1614,1dcfa1248a679db355e36644,3757,4078,4366,4366
cn.comp.ee5cab291065db7bc4ea,active_bar,qualified,1744,1742,947aea7c56e411facae52fd9,13,13,13,13
cn.comp.ee5cfd5bb6126db4aef7,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.ee669867605e2a7bbbf9,active_bar,qualified,1680,1726,323baa1e2f7867f535afcf7a,3758,4079,4367,4367
cn.comp.ee6727b5b58f035290ad,active_bar,qualified,1664,1678,1b1f6182b04bb381b129ee49,3759,4080,4368,4368
cn.comp.ee74703819159bcf838e,active_bar,qualified,1260,1306,b1f75549daa1caa1520a8e08,16,16,16,16
cn.comp.ee7f5f896aae5856a883,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.ee813d060a21eb7204cf,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.ee82dd466f49bc03672b,active_bar,qualified,1712,1742,40746866a11131f38796509f,21,21,21,21
cn.comp.ee879ac31aba1865a826,active_bar,qualified,1664,1678,3fc4372773400d18b9841565,440,1466,1521,1521
cn.comp.ee8c091b8eeb8825c604,active_bar,qualified,1744,1742,129c4f43de4f75a03c4b97a2,2668,4081,4369,4369
cn.comp.ee93b40e7365f1076214,active_bar,qualified,1308,1306,56c534a86ac6eebf1534f257,3760,4082,4370,4370
cn.comp.eea57670ff3d4824f805,active_bar,qualified,1744,1742,0ce8c5c8c195722a0b700c29,753,786,810,810
cn.comp.eea8a09345bf10122011,active_bar,qualified,1613,1609,c3d4e56ade2912e650673379,3761,4083,4371,4371
cn.comp.eeabca57b60a45268f4d,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.eeae2604dee20d64b28a,active_bar,qualified,1308,1306,d6e7fb5a0bb250ae8c139912,3762,4084,4372,4372
cn.comp.eec1336ef1df27f2a1ba,active_bar,qualified,1672,1671,78b737efd74889cb2f738383,3051,3304,3519,3519
cn.comp.eec72b8126a489a6ac7c,active_bar,qualified,1308,1742,225e61834d8b073b9add5746,1827,4085,4373,4373
cn.comp.eed7f0276114a2a4ecc5,active_bar,qualified,1568,1614,d8dfdf0dc081f12de812072f,518,531,549,549
cn.comp.eeddb523907ed42f49c3,active_bar,qualified,1164,1614,58b285cf8bd18350c6b0f44a,3763,4086,4374,4374
cn.comp.eee6dc8977815cb9f48d,active_bar,qualified,1664,1678,f63968cece44ee25d837f6f4,21,21,21,21
cn.comp.eeea4cf5f5efb4cb4380,active_bar,qualified,1680,1742,872ac68e850945ee80b0caf0,15,15,15,15
cn.comp.eeed31bdb1d568f8dd71,active_bar,coverage_limited,0,946,,0,0,0,0
cn.comp.eeedfb3e423a9cff2b6a,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.eef232c86286518a035a,active_bar,qualified,1672,1671,c1b0a53b1da3ece294734181,13,13,13,13
cn.comp.eef30775436f915c77ef,active_bar,qualified,1680,1742,9033e6bb9cab87b961eb6cd8,703,728,751,751
cn.comp.eef5c1587a15383a162c,active_bar,qualified,1744,1742,0b63205bea354c9423288583,1752,1890,1975,1975
cn.comp.eefd0a125f922c70aa76,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.ef07142a6d98d1e2afe9,active_bar,qualified,1308,1742,c53c427e3e32bc956f0053e9,1679,4087,4375,4375
cn.comp.ef0cf538039bdcf24c94,active_bar,qualified,1680,1742,8e67d42a34252ff1f68ca496,471,332,495,495
cn.comp.ef18171e08742c9abdfe,active_bar,qualified,1680,1742,fdf6289af198f2380882868c,713,743,766,766
cn.comp.ef1b9b57c9cac9853e6e,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.ef1b9c88a3f93586a7f6,active_bar,qualified,1308,1742,8d798ed66ec841ac24632d06,220,4088,4376,4376
cn.comp.ef1c58ad98517c8d626c,active_bar,qualified,1744,1742,c82a385f671b05764d816282,15,15,15,15
cn.comp.ef24171f4856967bd12f,active_bar,qualified,1680,1742,5ab93a8a6b43ababa0a4f788,3764,4089,4377,4377
cn.comp.ef27f37f707db87acf81,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.ef2dc09a56f5b1239970,active_bar,qualified,1744,1742,72163f31d835976d1313c46a,3765,4090,4378,4378
cn.comp.ef3f399a5a76aa233ca8,active_bar,qualified,1744,1742,1024abd1fdc7d02b8562cf49,21,21,21,21
cn.comp.ef591572f8004d729db7,active_bar,qualified,1744,1742,c82a385f671b05764d816282,15,15,15,15
cn.comp.ef5b64841d3d73f3fadb,active_bar,qualified,1520,1565,571cc9d2b67fe762c9458ebc,390,395,406,406
cn.comp.ef5cad3eb09c41899f4e,active_bar,qualified,1744,1742,10bf8faba80aebb49b41a999,3766,4091,4379,4379
cn.comp.ef6c7b1fad113bc2ed0e,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.ef70b67ff2c720dfbdc8,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.ef721c0621c7ff84393d,active_bar,qualified,800,813,3327de65d34b635a7ede5edf,2203,2385,2510,2510
cn.comp.ef797d2ac5ada0c3adf7,active_bar,qualified,1712,1742,306aca2f65543b79b906cbce,3767,4092,4380,4380
cn.comp.ef8305f04a1858c9917f,active_bar,qualified,1744,1742,778fc8bd4c6b5745ab10930a,136,136,138,138
cn.comp.ef86de84abb3b74106e8,active_bar,qualified,1308,1306,e70762f061e9792d7b6f528c,3768,4093,4381,4381
cn.comp.ef96d20389a6353f686a,active_bar,qualified,1712,1742,349a6a4d665faefcf63b05e1,639,4094,4382,4382
cn.comp.efa7731e613efc0e7cf4,active_bar,qualified,1613,1609,b4c9bb265747dc9eed0304d5,3769,4095,4383,4383
cn.comp.efaf1f738aee5885cd1c,active_bar,qualified,1712,1742,374fa29df511c76866ce9c5c,330,519,537,537
cn.comp.efb15ee4adf2ea4563b9,active_bar,qualified,1260,1258,0e5b727ec109513d042a093b,161,1144,1180,1180
cn.comp.efbc9065850277a78026,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.efc3a0108c236ea6e167,active_bar,qualified,1555,1549,d2eebca0cdd1934ae8641ef9,904,952,982,982
cn.comp.efc3d2b9c92ffaa0d129,active_bar,qualified,641,641,bf961f8e1ea604a0f604f929,3770,4096,4384,4384
cn.comp.efd3adff889600319b0e,active_bar,qualified,1664,1678,3d061a18fcf20a500b8f792c,3771,409,4385,4385
cn.comp.efd4e18036f8fb3dff1d,active_bar,qualified,460,618,cdc8e52bb847ecc7accbaa3e,3772,1974,4386,4386
cn.comp.efda96bbe010de2e70a6,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.efdb68b531af691b05c2,active_bar,qualified,1308,1742,5c30930d62e4d02d15f8a4f2,1976,4097,4387,4387
cn.comp.efe08cf6d5df42f50d23,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.efe3a3cb567894c51c84,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.efe51c48f6663f8236b3,active_bar,qualified,1664,1678,4ba13dc90a81d3b38c225646,3773,4098,4388,4388
cn.comp.efecb40891c3e352b9d0,active_bar,qualified,1308,1306,dff05c4c714924569f9a6f7f,3774,4099,4389,4389
cn.comp.eff02059180ee3372dc0,active_bar,qualified,1431,1530,25d4ea533c06b68be7482eb7,3775,739,4390,4390
cn.comp.eff117508d49a9ebeff5,active_bar,qualified,1180,1614,3f8e38d780083d5bf0eeba20,2950,3186,3388,3388
cn.comp.eff2ec854558c23fd2f6,active_bar,qualified,1613,1609,41d4e6c6bacf0c932d666a47,505,515,533,533
cn.comp.efff6b2479c11a08f465,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.f000eb9a0d28eb62c4ec,active_bar,qualified,1744,1742,b885e7519f03c287969a60b0,3776,4100,4391,4391
cn.comp.f00207a86460f93f77c1,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.f00423c16c89870ec07d,active_bar,qualified,1744,1742,bf62e087abe97a322b562e74,816,854,879,879
cn.comp.f00a40db6194851ea3c1,active_bar,qualified,1744,1742,070854e8041065a3fe068d62,14,14,14,14
cn.comp.f00cd2484a263923f340,active_bar,qualified,797,815,1b305162a62e88da2c9e2430,3777,4101,4392,4392
cn.comp.f0178810a8c222df0741,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.f0180e3b24984e9a2cff,active_bar,qualified,1744,1742,c82a385f671b05764d816282,15,15,15,15
cn.comp.f01dcb4c9c078f967b28,active_bar,qualified,1568,1614,91b45d3caa10a634b971fa5b,3778,4102,4393,4393
cn.comp.f021e9178731c63e842f,active_bar,qualified,1744,1742,72a2f1ff5073ce45ad193126,3179,3450,3676,3676
cn.comp.f024640c0dcbcddc5e9c,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.f029c13a50d1c4187d1a,active_bar,qualified,1680,1742,491300e517e18b75de0b0557,3779,4103,4394,4394
cn.comp.f02b0928112aa179012a,active_bar,qualified,1260,1742,017a0ca21063ab20d122adf3,1332,4104,4395,4395
cn.comp.f02d027042afd058db3c,active_bar,qualified,1744,1742,73c24e00689e8ac823129685,3780,4105,4396,4396
cn.comp.f02e235151478a1e24ae,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.f0400ba8f9678e531290,active_bar,qualified,1664,1678,40cb7fffd24a05c2656813c6,1565,1683,1751,1751
cn.comp.f04274170f8e238c0bb4,active_bar,qualified,1712,1742,917004d65d0175e61ec9213f,3781,4106,4397,4397
cn.comp.f04511123fdaf5400ea4,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.f0451437b1c90aca95ae,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.f0477bd1af966018b2f0,active_bar,qualified,1568,1614,e303c2d691775da377628f63,2385,72,2724,2724
cn.comp.f04f89d0b6d7f3059e49,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.f04faf416db4bb3b1082,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.f060e96d74516e545645,active_bar,qualified,1568,1614,97df340d3580ba8913edee08,359,363,373,373
cn.comp.f06497ab873cc906c43b,active_bar,qualified,1712,1742,b24215f023895a37961e4ee0,148,148,150,150
cn.comp.f06532aa704573998899,active_bar,qualified,1308,1306,b5740f138b34fafee16a487a,3782,4107,4398,4398
cn.comp.f07776f2c3a1d6f9089e,active_bar,qualified,1744,1742,c82a385f671b05764d816282,15,15,15,15
cn.comp.f08515875c01bff918ee,active_bar,coverage_limited,122,106,,0,0,0,0
cn.comp.f0a106e53a54c448e1c5,active_bar,qualified,1308,1306,3b72118bf45753338d54af9b,3783,4108,4399,4399
cn.comp.f0b6147af052adeddde0,active_bar,qualified,1744,1742,50c0eada7d5e01aa29bb0f43,4,4,4,4
cn.comp.f0c1fc0481cc903ab1c5,active_bar,qualified,1744,1742,c82a385f671b05764d816282,15,15,15,15
cn.comp.f0cc79a7038aa4a1c4b7,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.f0e4d4f37169de45dec1,active_bar,qualified,1308,1306,bc73f73a5a336e699d539bb8,3784,4109,4400,4400
cn.comp.f0eaf32f9911c846d224,active_bar,qualified,1744,1742,39b1184619d2a10e8d6a9347,3785,568,4401,4401
cn.comp.f0f4fce3b4fa748493b1,active_bar,qualified,1179,1298,a7d4cb1eadc7554e06760b70,3786,4110,4402,4402
cn.comp.f0fbc1d03de9c0e0202a,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.f105534842028175c33f,active_bar,qualified,1260,1726,8d7be6d3c4430512b5f4256a,3787,4111,4403,4403
cn.comp.f105e4d876fef9e55813,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.f111b6418ceda1fe5cec,active_bar,qualified,1744,1742,c82a385f671b05764d816282,15,15,15,15
cn.comp.f113e7486f70918f6254,active_bar,qualified,1680,1726,7b6eb84e40e8943b68930b63,3788,4112,4404,4404
cn.comp.f1335190bd4ccd719386,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.f135cdb3648c98d1c1a8,active_bar,qualified,1680,1742,438ebf6c07c820eff91d3a17,3789,2324,4405,4405
cn.comp.f13b6aecfcd8fea9fa52,active_bar,qualified,1308,1306,0c52ff878b583f5233ffa147,369,4113,4406,4406
cn.comp.f147b717f42b2fda3e2c,active_bar,qualified,1744,1742,cf902170dc67ab0051e3a69d,3790,4114,4407,4407
cn.comp.f148c02201da9282f181,active_bar,qualified,1680,1742,bd891be378b2118b8817f628,25,25,25,25
cn.comp.f15801b6e3ec2ce98f3e,active_bar,qualified,1568,1614,0f19bf96b8904d72393912c2,627,648,668,668
cn.comp.f1599bb339111dab61ed,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.f15ba7f0c7bec9d09dea,active_bar,qualified,1744,1742,eaa7270061187939531ccbab,3791,4115,4408,4408
cn.comp.f15d1b86f38e4f3bc75a,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.f1652f605a656cca90fe,active_bar,qualified,1308,1306,2d7b1d4f71922d2b84d6d438,267,270,274,274
cn.comp.f1756aef0e1ed6d8f405,active_bar,qualified,1744,1742,97294e9be4f2845bc2532495,4,4,4,4
cn.comp.f17f7bd7c6056aba3dea,active_bar,qualified,1308,1306,c21730dc0d54341292bc6697,3425,2561,3973,3973
cn.comp.f1807e75ced2ddb62ec2,active_bar,qualified,1744,1742,c82a385f671b05764d816282,15,15,15,15
cn.comp.f18130e0e685c79b3313,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.f185beecb6c077c8de76,active_bar,qualified,1744,1742,99eb850dec036bb74268404e,1048,2339,4409,4409
cn.comp.f19cdca7b4f7ed0fd9b2,active_bar,qualified,1744,1742,1eb0cc95d6d11215db87e936,3792,4116,4410,4410
cn.comp.f1a123e3556353cca7cc,active_bar,qualified,1664,1678,82c1c8c207f4e8618bd4ab92,2988,3143,3434,3434
cn.comp.f1a1f6be004d956585e7,active_bar,qualified,1180,1210,853c160a918f326ca22678ca,689,714,736,736
cn.comp.f1ab621203b4b9dc95b8,active_bar,coverage_limited,0,0,,0,0,0,0
